{'mass_1': 75.86076610273649, 'mass_2': 74.57464889516793, 'a_1': 0.21662736749844352, 'a_2': 0.07191491510053322, 'tilt_1': 0.5362480749824293, 'tilt_2': 1.6323458399331052, 'phi_12': 4.305548237091382, 'phi_jl': 1.5964486562027316, 'luminosity_distance': 4002.2961058003, 'theta_jn': 0.06922137712016124, 'psi': 2.8054930744, 'phase': 2.3968478665, 'geocent_time': 1126259642.413, 'zenith': -0.7853032458051032, 'azimuth': -36133.827936746864, 'ra': 3.2404246523, 'dec': 2.3560995726}
duration: 8

27986it [00:00, ?it/s]
27986it [19:23, ?it/s, bound:19848 nc:32857 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.778>0.1]
27986it [19:23, ?it/s, bound:19848 nc:  1 ncall:6.3e+07 eff:0.0% logz-ratio=93.62+/-0.06 dlogz:0.428>0.1]  
27987it [21:58, 155.02s/it, bound:19849 nc:11612 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.778>0.1]
27988it [21:58, 63.95s/it, bound:19850 nc:15713 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.777>0.1] 
27989it [21:58, 34.84s/it, bound:19851 nc:12753 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.777>0.1]
27990it [21:58, 21.17s/it, bound:19852 nc:9271 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.777>0.1] 
27991it [21:58, 13.61s/it, bound:19853 nc:8559 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.776>0.1]
27992it [21:59,  9.05s/it, bound:19854 nc:12340 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.776>0.1]
27993it [21:59,  6.16s/it, bound:19855 nc:6268 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.776>0.1] 
27994it [40:05, 350.05s/it, bound:19856 nc:6268 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.776>0.1]
27995it [43:11, 298.69s/it, bound:19857 nc:32857 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.775>0.1]
27996it [43:11, 206.52s/it, bound:19858 nc:12340 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.775>0.1]
27997it [43:11, 143.36s/it, bound:19859 nc:15713 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.775>0.1]
27998it [43:11, 99.79s/it, bound:19860 nc:8559 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.774>0.1]  
27999it [43:12, 69.60s/it, bound:19861 nc:12753 ncall:6.3e+07 eff:0.0% logz-ratio=93.58+/-0.06 dlogz:0.774>0.1]
